mvmt_id,node_id,name,ib_link_id,start_ib_lane,end_ib_lane,ob_link_id,start_ob_lane,end_ob_lane,type,penalty,capacity,ctrl_type,op_note
142520,79646,,42553,1,1,42260,1,1,,,,   ,
142535,78935,,38954,1,3,42268,1,3,,,,   ,
142549,79708,,42325,1,2,42273,1,2,,,,   ,
142551,79677,,42173,1,1,42276,1,2,,,,Signal,
142552,79677,,42173,1,2,42277,1,2,,,,Signal,
142553,79677,,42173,2,2,42278,1,2,,,,Signal,
142554,79677,,42210,2,2,42275,1,2,,,,Signal,
142555,79677,,42210,1,1,42277,1,2,,,,Signal,
142556,79677,,42210,2,2,42278,1,2,,,,Signal,
142557,79677,,42292,1,2,42275,1,2,,,,Signal,
142558,79677,,42292,2,2,42276,1,2,,,,Signal,
142559,79677,,42292,1,1,42278,1,2,,,,Signal,
142560,79677,,42444,1,1,42275,1,2,,,,Signal,
142561,79677,,42444,1,1,42276,1,2,,,,Signal,
142562,79677,,42444,2,2,42277,1,2,,,,Signal,
142563,70659,,18865,1,3,42279,1,3,,,,   ,
142564,65153,,10186,1,1,42281,1,1,,,,Signal,
142565,65153,,10186,1,1,42282,1,2,,,,Signal,
142566,65153,,37803,2,2,42280,1,1,,,,Signal,
142567,65153,,37803,1,2,42282,1,2,,,,Signal,
142568,65153,,42256,1,1,42280,1,1,,,,Signal,
142569,65153,,42256,1,1,42281,1,1,,,,Signal,
142570,73215,,24172,1,2,42284,1,4,,,,Signal,
142571,73215,,24172,3,4,42285,1,3,,,,Signal,
142572,73215,,42062,1,4,42283,1,2,,,,Signal,
142573,73215,,42062,1,4,42285,1,3,,,,Signal,
142574,73215,,42309,1,3,42283,1,2,,,,Signal,
142575,73215,,42309,1,3,42284,1,4,,,,Signal,
142576,69036,,15912,1,2,42287,1,2,,,,   ,
142577,69036,,42349,1,2,42286,1,2,,,,   ,
142588,73545,,40305,1,1,42291,1,1,,,,Signal,
142589,73545,,40305,1,2,42292,1,2,,,,Signal,
142592,73545,,42156,1,1,42290,1,2,,,,Signal,
142593,73545,,42156,1,1,42292,1,2,,,,Signal,
142596,73545,,42277,1,2,42290,1,2,,,,Signal,
142597,73545,,42277,2,2,42291,1,1,,,,Signal,
142598,73211,,24169,1,2,42293,1,2,,,,   ,
142599,69286,,16256,1,2,42295,1,2,,,,   ,
142600,69286,,38981,1,2,42294,1,2,,,,   ,
142601,79659,,42100,1,2,42297,1,1,,,,   ,
142602,79659,,42898,1,2,42296,1,2,,,,   ,
142603,79659,,42898,1,2,42297,1,1,,,,   ,
142605,79669,,42137,1,1,42300,1,1,,,,   ,
142607,79669,,42229,1,2,42299,1,2,,,,   ,
142608,69287,,16257,2,2,42302,1,1,,,,   ,
142609,69287,,16257,1,1,42303,1,1,,,,   ,
142611,69287,,42185,1,1,42301,1,2,,,,   ,
142612,69287,,42185,1,1,42303,1,1,,,,   ,
142614,69287,,42211,1,1,42301,1,2,,,,   ,
142615,69287,,42211,1,1,42302,1,1,,,,   ,
142624,78948,,38966,1,1,42309,1,3,,,,Signal,
142625,78948,,38966,2,2,42310,1,2,,,,Signal,
142626,78948,,38966,2,2,42311,1,3,,,,Signal,
142627,78948,,42285,1,1,42310,1,2,,,,Signal,
142628,78948,,42285,1,3,42311,1,3,,,,Signal,
142629,78948,,42453,1,3,42309,1,3,,,,Signal,
142630,78948,,42453,3,3,42310,1,2,,,,Signal,
142631,79718,,42326,1,4,42312,1,4,,,,   ,
142632,65159,,10190,1,1,42314,1,2,,,,Signal,
142633,65159,,10190,1,1,42315,1,1,,,,Signal,
142634,65159,,10190,1,1,42316,1,1,,,,Signal,
142635,65159,,37804,1,1,42313,1,1,,,,Signal,
142636,65159,,37804,1,1,42315,1,1,,,,Signal,
142637,65159,,37804,1,1,42316,1,1,,,,Signal,
142638,65159,,42367,2,2,42313,1,1,,,,Signal,
142639,65159,,42367,1,2,42314,1,2,,,,Signal,
142640,65159,,42367,1,1,42316,1,1,,,,Signal,
142641,65159,,42710,1,1,42313,1,1,,,,Signal,
142642,65159,,42710,1,1,42314,1,2,,,,Signal,
142643,65159,,42710,1,1,42315,1,1,,,,Signal,
142644,69314,,16289,1,1,42317,1,1,,,,   ,
142645,69314,,42474,1,3,42317,2,4,,,,   ,
142652,79700,,42252,1,1,42321,1,1,,,,   ,
142653,79700,,42252,2,4,42322,1,3,,,,   ,
142654,79719,,42312,1,1,42323,1,1,,,,   ,
142655,79719,,42312,2,4,42324,1,3,,,,   ,
142656,79724,,42327,1,2,42325,1,2,,,,   ,
142657,79724,,42327,3,6,42326,1,4,,,,   ,
142658,79725,,42350,1,5,42327,2,6,,,,   ,
142673,79685,,42212,1,2,42334,1,2,,,,   ,
142674,79685,,42515,1,2,42333,1,2,,,,   ,
142679,79665,,42127,1,2,42339,1,2,,,,   ,
142680,79665,,42357,1,2,42338,1,2,,,,   ,
142681,69312,,16288,1,2,42340,1,2,,,,   ,
142682,71421,,20198,1,1,42341,1,1,,,,   ,
142683,71421,,20198,2,5,42342,1,4,,,,   ,
142684,79731,,42352,1,2,42343,2,4,,,,   ,
142685,79731,,42427,2,2,42343,1,2,,,,   ,
142687,79687,,42218,1,1,42345,1,2,,,,   ,
142688,79687,,42218,2,2,42346,1,2,,,,   ,
142689,79687,,42415,1,2,42346,1,2,,,,   ,
142690,79687,,42596,1,2,42345,1,2,,,,   ,
142691,69042,,15920,2,2,42348,1,2,,,,Signal,
142692,69042,,15920,1,1,42349,1,2,,,,Signal,
142693,69042,,42096,1,1,42347,1,2,,,,Signal,
142694,69042,,42096,2,2,42349,1,2,,,,Signal,
142695,69042,,42287,2,2,42347,1,2,,,,Signal,
142696,69042,,42287,1,1,42348,1,2,,,,Signal,
142697,79735,,42438,1,4,42350,2,5,,,,   ,
142698,79735,,42720,1,1,42350,1,1,,,,   ,
142699,78942,,38961,2,2,42351,1,1,,,,   ,
142700,78942,,42343,2,4,42351,2,4,,,,   ,
142701,79737,,42405,1,2,42352,1,2,,,,   ,
142705,79729,,42341,1,1,42356,1,2,,,,   ,
142706,10000279,,42339,1,2,42358,1,2,,,,   ,
142707,10000280,,42416,1,2,42357,1,2,,,,   ,
142710,69031,,15904,1,2,42362,1,2,,,,Signal,
142711,69031,,15904,2,2,42363,1,2,,,,Signal,
142712,69031,,15906,1,2,42361,1,2,,,,Signal,
142713,69031,,15906,1,1,42363,1,2,,,,Signal,
142714,69031,,15916,1,1,42361,1,2,,,,Signal,
142715,69031,,15916,2,2,42362,1,2,,,,Signal,
142716,79716,,42310,1,2,42364,1,1,,,,   ,
142718,69029,,15900,1,2,42367,1,2,,,,   ,
142721,69029,,42315,1,1,42365,1,1,,,,   ,
142724,79203,,40532,1,1,42370,1,2,,,,Signal,
142725,79203,,40532,1,2,42371,1,2,,,,Signal,
142726,79203,,42356,1,1,42369,1,2,,,,Signal,
142727,79203,,42356,1,2,42370,1,2,,,,Signal,
142728,79203,,42356,2,2,42371,1,2,,,,Signal,
142729,79203,,42501,1,2,42369,1,2,,,,Signal,
142730,79203,,42501,2,2,42370,1,2,,,,Signal,
142735,79741,,42370,1,2,42375,1,1,,,,   ,
142736,10000271,,41758,1,2,42377,1,2,,,,   ,
142737,10000272,,42059,1,2,42376,1,2,,,,   ,
142759,79723,,42324,1,3,42385,1,3,,,,   ,
142764,79747,,42555,1,2,42391,1,2,,,,   ,
142765,79747,,42628,1,2,42390,1,2,,,,   ,
142766,79722,,42321,1,1,42392,1,1,,,,   ,
142767,73668,,25011,1,1,42393,1,1,,,,   ,
142768,73668,,42446,1,4,42393,2,5,,,,   ,
142789,79742,,42375,1,1,42399,1,1,,,,   ,
142790,79742,,42418,1,4,42399,2,5,,,,   ,
142791,79752,,43029,1,1,42400,1,2,,,,   ,
142792,79653,,42065,1,1,42401,1,1,,,,   ,
142799,78940,,38959,1,3,42405,1,2,,,,   ,
142800,79755,,42858,1,2,42407,1,2,,,,   ,
142801,79755,,42876,1,2,42406,1,2,,,,   ,
142803,79736,,42351,1,4,42409,1,4,,,,   ,
142806,69239,,16207,1,5,42412,1,5,,,,   ,
142809,10000281,,42345,1,2,42416,1,2,,,,   ,
142810,10000282,,42358,1,2,42415,1,2,,,,   ,
142811,79763,,43030,1,3,42417,1,3,,,,   ,
142812,79730,,42342,1,4,42418,1,4,,,,   ,
142813,71429,,20203,2,5,42419,1,4,,,,   ,
142814,71429,,20203,1,1,42420,1,1,,,,   ,
142823,79769,,43102,1,5,42426,1,5,,,,   ,
142824,79770,,42470,1,2,42427,1,2,,,,   ,
142825,69258,,16222,1,2,42428,1,2,,,,   ,
142826,79771,,43211,1,1,42429,1,1,,,,   ,
142827,79749,,42392,1,1,42430,1,1,,,,   ,
142828,79749,,42392,1,1,42431,1,1,,,,   ,
142829,69236,,16204,1,2,42433,1,2,,,,   ,
142830,69236,,48511,1,2,42432,1,2,,,,   ,
142831,79683,,42204,1,3,42435,1,3,,,,   ,
142832,79683,,42586,1,3,42434,1,3,,,,   ,
142833,79683,,43087,1,1,42434,1,3,,,,   ,
142834,79683,,43087,2,2,42435,1,3,,,,   ,
142837,79775,,42569,1,4,42438,1,4,,,,   ,
142838,73207,,24166,1,1,42439,1,1,,,,   ,
142839,73207,,24166,1,1,42440,1,1,,,,   ,
142840,73207,,42467,1,1,42440,1,1,,,,   ,
142841,73207,,42676,1,1,42439,1,1,,,,   ,
142842,79777,,42542,1,2,42441,1,2,,,,   ,
142845,79709,,42278,1,2,42445,1,2,,,,   ,
142846,79709,,42487,1,2,42444,1,2,,,,   ,
142847,79764,,42419,1,4,42446,1,4,,,,   ,
142878,79717,,42311,1,3,42454,1,3,,,,Signal,
142879,79717,,42441,2,2,42453,1,3,,,,Signal,
142880,79717,,42441,1,1,42454,1,3,,,,Signal,
142881,79717,,42471,1,3,42453,1,3,,,,Signal,
142882,69039,,15914,1,2,42456,1,2,,,,   ,
142883,69039,,42462,1,2,42455,1,2,,,,   ,
142892,10000285,,42456,1,2,42463,1,2,,,,   ,
142893,10000286,,42662,1,2,42462,1,2,,,,   ,
142894,68988,,15838,1,1,42464,1,1,,,,   ,
142895,68988,,15838,2,4,42465,2,4,,,,   ,
142896,69288,,16258,1,2,42467,1,1,,,,   ,
142897,69288,,42439,1,1,42466,1,2,,,,   ,
142898,79757,,42409,1,4,42468,1,4,,,,   ,
142899,79783,,42464,1,1,42469,1,1,,,,   ,
142900,79780,,42454,1,3,42470,1,2,,,,Signal,
142901,79780,,42454,1,1,42472,1,3,,,,Signal,
142902,79780,,42706,1,1,42470,1,2,,,,Signal,
142903,79780,,42706,1,3,42471,1,3,,,,Signal,
142904,79788,,42585,1,1,42473,1,1,,,,   ,
142905,79788,,42585,2,4,42474,1,3,,,,   ,
142927,79693,,42242,1,4,42486,1,4,,,,   ,
142928,79693,,42745,1,4,42485,1,4,,,,   ,
142929,79778,,42445,1,2,42488,1,2,,,,   ,
142930,79778,,42629,1,2,42487,1,2,,,,   ,
142939,79795,,42529,1,2,42494,1,2,,,,   ,
142940,79795,,43092,1,2,42493,1,2,,,,   ,
142953,79797,,42502,1,2,42499,1,1,,,,   ,
142954,67026,,12758,2,2,42501,1,2,,,,Signal,
142955,67026,,12758,1,1,42502,1,2,,,,Signal,
142956,67026,,42371,1,1,42500,1,2,,,,Signal,
142957,67026,,42371,2,2,42502,1,2,,,,Signal,
142958,67026,,42503,1,1,42500,1,2,,,,Signal,
142959,67026,,42503,2,2,42501,1,2,,,,Signal,
142960,67026,,42503,1,2,42502,1,2,,,,Signal,
142961,79765,,42420,1,1,42503,1,2,,,,   ,
142962,79738,,42364,1,1,42504,1,1,,,,   ,
142963,79738,,42385,1,3,42504,2,4,,,,   ,
142966,79798,,42516,1,2,42507,1,2,,,,Signal,
142967,79798,,42528,2,2,42506,1,2,,,,Signal,
142968,79798,,42528,1,1,42507,1,2,,,,Signal,
142969,79798,,42658,1,2,42506,1,2,,,,Signal,
142970,64612,,9520,1,1,42509,1,1,,,,Signal,
142971,64612,,9520,1,1,42510,1,2,,,,Signal,
142972,64612,,9520,1,1,42511,1,2,,,,Signal,
142973,64612,,9547,1,2,42508,1,2,,,,Signal,
142974,64612,,9547,1,1,42510,1,2,,,,Signal,
142975,64612,,9547,2,2,42511,1,2,,,,Signal,
142976,64612,,37805,1,1,42508,1,2,,,,Signal,
142977,64612,,37805,2,2,42509,1,1,,,,Signal,
142978,64612,,37805,1,2,42511,1,2,,,,Signal,
142979,64612,,40169,2,2,42508,1,2,,,,Signal,
142980,64612,,40169,1,1,42509,1,1,,,,Signal,
142981,64612,,40169,1,2,42510,1,2,,,,Signal,
142986,79711,,42334,2,2,42512,1,1,,,,   ,
142987,79711,,42334,1,1,42513,1,2,,,,   ,
142989,79711,,42334,1,2,42516,1,2,,,,   ,
142990,79711,,42506,1,1,42512,1,1,,,,   ,
142991,79711,,42506,2,2,42513,1,2,,,,   ,
142993,79711,,42506,1,2,42515,1,2,,,,   ,
143009,69310,,16287,1,2,42522,1,2,,,,   ,
143015,79662,,42103,1,1,42527,1,1,,,,   ,
143016,79662,,42322,1,3,42527,2,4,,,,   ,
143017,73209,,24167,1,1,42528,1,2,,,,   ,
143018,79796,,42493,1,1,42530,1,1,,,,Signal,
143019,79796,,42493,2,2,42531,1,2,,,,Signal,
143020,79796,,42874,1,1,42529,1,2,,,,Signal,
143021,79796,,42874,1,1,42531,1,2,,,,Signal,
143022,79796,,43133,1,1,42529,1,2,,,,Signal,
143023,79796,,43133,1,2,42530,1,1,,,,Signal,
143024,69289,,16259,2,2,42533,1,2,,,,Signal,
143025,69289,,16259,1,1,42534,1,1,,,,Signal,
143026,69289,,16259,1,2,42535,1,2,,,,Signal,
143027,69289,,40306,1,1,42532,1,2,,,,Signal,
143028,69289,,40306,1,2,42534,1,1,,,,Signal,
143029,69289,,40306,2,2,42535,1,2,,,,Signal,
143030,69289,,42755,1,1,42532,1,2,,,,Signal,
143031,69289,,42755,1,1,42533,1,2,,,,Signal,
143032,69289,,42755,1,1,42535,1,2,,,,Signal,
143033,69289,,42819,1,2,42532,1,2,,,,Signal,
143034,69289,,42819,1,1,42533,1,2,,,,Signal,
143035,69289,,42819,2,2,42534,1,1,,,,Signal,
143038,79806,,42635,1,1,42538,1,2,,,,Signal,
143039,79806,,42635,1,1,42539,1,1,,,,Signal,
143040,79806,,42635,1,1,42540,1,2,,,,Signal,
143041,79806,,42910,1,1,42537,1,1,,,,Signal,
143042,79806,,42910,1,1,42539,1,1,,,,Signal,
143043,79806,,42910,1,1,42540,1,2,,,,Signal,
143044,79806,,43202,1,1,42537,1,1,,,,Signal,
143045,79806,,43202,1,1,42538,1,2,,,,Signal,
143046,79806,,43202,1,1,42540,1,2,,,,Signal,
143047,79806,,55525,1,1,42537,1,1,,,,Signal,
143048,79806,,55525,1,2,42538,1,2,,,,Signal,
143049,79806,,55525,2,2,42539,1,1,,,,Signal,
143050,73203,,24163,2,5,42541,1,4,,,,   ,
143051,73203,,24163,1,2,42542,1,2,,,,   ,
143070,79701,,42261,1,1,42554,1,2,,,,   ,
143071,79701,,42896,1,2,42553,1,1,,,,   ,
143072,79748,,42390,1,2,42556,1,2,,,,   ,
143073,79748,,42692,1,2,42555,1,2,,,,   ,
143076,79809,,42648,1,5,42559,1,5,,,,   ,
143085,79810,,42877,1,2,42566,1,2,,,,Signal,
143086,79810,,42877,1,2,42567,1,1,,,,Signal,
143087,79810,,42892,1,2,42565,1,2,,,,Signal,
143088,79810,,42892,1,2,42567,1,1,,,,Signal,
143089,79810,,43076,1,1,42565,1,2,,,,Signal,
143090,79810,,43076,1,1,42566,1,2,,,,Signal,
143091,79812,,42623,1,1,42568,1,1,,,,   ,
143092,79812,,42623,2,5,42569,1,4,,,,   ,
143093,79804,,42527,1,4,42570,1,4,,,,   ,
143094,79814,,42671,1,5,42571,1,5,,,,   ,
143117,79818,,42614,1,3,42585,2,4,,,,   ,
143118,79773,,42435,1,1,42587,1,2,,,,   ,
143119,79773,,42435,1,3,42588,1,2,,,,   ,
143120,79773,,42699,1,2,42586,1,3,,,,   ,
143121,79773,,42699,2,2,42587,1,2,,,,   ,
143125,69297,,16271,1,2,42592,1,2,,,,   ,
143133,79734,,42346,1,2,42597,1,2,,,,   ,
143134,79734,,42831,1,2,42596,1,2,,,,   ,
143156,79706,,42268,1,2,42607,1,2,,,,   ,
143157,79706,,42268,3,3,42608,1,1,,,,   ,
143160,79824,,42659,1,2,42609,1,2,,,,   ,
143168,69308,,16286,1,3,42614,1,3,,,,   ,
143169,79813,,42570,1,4,42615,1,4,,,,   ,
143173,79828,,43125,1,2,42620,1,2,,,,   ,
143177,79828,,57935,1,2,42618,1,2,,,,   ,
143183,79832,,42695,1,1,42623,1,1,,,,   ,
143184,79832,,42703,1,4,42623,2,5,,,,   ,
143186,64748,,9683,1,2,42626,1,2,,,,   ,
143189,64748,,42257,1,2,42624,1,2,,,,   ,
143194,77987,,42391,1,2,42629,1,2,,,,   ,
143196,77987,,42488,1,2,42628,1,2,,,,   ,
143209,79695,,42245,1,1,42635,1,1,,,,   ,
143210,79695,,42245,1,1,42636,1,1,,,,   ,
143211,79695,,42537,1,1,42634,1,1,,,,   ,
143212,79695,,42537,1,1,42636,1,1,,,,   ,
143213,79695,,42682,1,1,42634,1,1,,,,   ,
143214,79695,,42682,2,2,42635,1,1,,,,   ,
143215,79835,,42693,1,3,42638,1,3,,,,   ,
143216,79835,,42707,1,3,42637,1,3,,,,   ,
143217,79826,,42615,1,4,42639,1,4,,,,   ,
143219,60405,,2970,1,5,42640,1,5,,,,   ,
143221,79825,,42609,1,2,42642,1,2,,,,   ,
143225,79785,,42468,1,4,42646,1,4,,,,   ,
143227,79823,,42607,1,2,42647,1,2,,,,   ,
143228,79840,,42675,1,5,42648,1,5,,,,   ,
143229,79841,,42663,1,2,42649,1,2,,,,   ,
143230,79841,,43510,1,1,42649,1,2,,,,   ,
143231,79841,,43510,1,1,42650,1,2,,,,   ,
143239,79839,,42647,1,2,42655,1,2,,,,   ,
143240,79819,,42587,1,2,42656,1,1,,,,   ,
143242,79799,,42507,2,2,42659,1,2,,,,   ,
143243,79799,,42507,1,2,42660,1,4,,,,   ,
143244,79799,,42713,1,4,42658,1,2,,,,   ,
143245,79799,,42713,1,1,42659,1,2,,,,   ,
143246,79842,,42649,1,2,42661,1,1,,,,   ,
143247,79782,,42463,1,1,42663,1,2,,,,   ,
143248,79782,,42463,2,2,42664,1,2,,,,   ,
143249,79782,,42463,1,2,42665,1,1,,,,   ,
143250,79782,,42650,2,2,42662,1,2,,,,   ,
143251,79782,,42650,1,2,42664,1,2,,,,   ,
143252,79782,,42650,1,1,42665,1,1,,,,   ,
143253,79782,,42738,1,1,42662,1,2,,,,   ,
143254,79782,,42738,1,2,42663,1,2,,,,   ,
143255,79782,,42738,2,2,42665,1,1,,,,   ,
143256,79782,,42816,1,2,42662,1,2,,,,   ,
143257,79782,,42816,2,2,42663,1,2,,,,   ,
143258,79782,,42816,1,1,42664,1,2,,,,   ,
143272,79760,,42412,1,5,42671,1,5,,,,   ,
143279,71426,,20201,1,5,42675,1,5,,,,   ,
143280,79776,,42440,1,1,42677,1,1,,,,Signal,
143281,79776,,42440,1,1,42678,1,1,,,,Signal,
143282,79776,,42756,1,1,42676,1,1,,,,Signal,
143283,79776,,42756,1,1,42678,1,1,,,,Signal,
143284,79776,,42770,1,1,42676,1,1,,,,Signal,
143285,79776,,42770,1,1,42677,1,1,,,,Signal,
143286,79699,,42251,1,2,42679,1,2,,,,   ,
143287,79754,,42401,1,1,42680,1,1,,,,   ,
143289,79754,,42608,1,1,42680,1,1,,,,   ,
143292,79834,,42636,1,1,42684,1,2,,,,   ,
143293,79834,,42725,1,2,42682,1,2,,,,   ,
143295,79847,,43429,1,4,42685,1,4,,,,   ,
143299,10000153,,25010,1,2,42690,1,2,,,,   ,
143300,10000154,,42779,1,2,42689,1,2,,,,   ,
143301,73565,,24869,2,2,42692,1,2,,,,Signal,
143302,73565,,24869,1,2,42693,1,3,,,,Signal,
143303,73565,,24869,1,1,42694,1,2,,,,Signal,
143304,73565,,42556,1,1,42691,1,2,,,,Signal,
143305,73565,,42556,2,2,42693,1,3,,,,Signal,
143306,73565,,42556,1,2,42694,1,2,,,,Signal,
143307,73565,,42637,1,3,42691,1,2,,,,Signal,
143308,73565,,42637,1,1,42692,1,2,,,,Signal,
143309,73565,,42637,3,3,42694,1,2,,,,Signal,
143310,73565,,42897,2,2,42691,1,2,,,,Signal,
143311,73565,,42897,1,2,42692,1,2,,,,Signal,
143312,73565,,42897,1,1,42693,1,3,,,,Signal,
143313,78931,,38951,1,2,42695,1,1,,,,   ,
143318,76344,,42977,1,4,42698,1,4,,,,   ,
143320,76344,,43222,1,4,42697,1,4,,,,   ,
143321,79820,,42588,1,2,42700,1,2,,,,   ,
143322,79820,,42784,1,2,42699,1,2,,,,   ,
143323,79851,,43511,1,4,42701,1,4,,,,   ,
143324,68990,,15839,1,1,42702,1,1,,,,   ,
143325,79853,,42979,1,4,42703,1,4,,,,   ,
143327,79787,,42472,1,3,42705,1,2,,,,   ,
143328,79787,,42472,1,1,42707,1,3,,,,   ,
143329,79787,,42638,1,1,42705,1,2,,,,   ,
143330,79787,,42638,1,3,42706,1,3,,,,   ,
143336,76214,,42169,1,1,42710,1,1,,,,Signal,
143338,76214,,42169,1,2,42712,1,2,,,,Signal,
143341,76214,,42316,1,1,42712,1,2,,,,Signal,
143343,76214,,42761,1,1,42710,1,1,,,,Signal,
143345,76214,,42761,2,2,42712,1,2,,,,Signal,
143350,76214,,43408,1,2,42710,1,1,,,,Signal,
143352,79843,,42660,4,4,42714,1,1,,,,Signal,
143353,79843,,42660,1,4,42715,1,4,,,,Signal,
143354,79843,,42679,2,2,42713,1,4,,,,Signal,
143355,79843,,42679,2,2,42714,1,1,,,,Signal,
143356,79843,,42679,1,1,42715,1,4,,,,Signal,
143357,79843,,42771,1,1,42713,1,4,,,,Signal,
143358,79843,,42771,1,1,42715,1,4,,,,Signal,
143359,79843,,42832,1,4,42713,1,4,,,,Signal,
143360,79843,,42832,1,1,42714,1,1,,,,Signal,
143363,10000111,,21019,1,2,42719,1,2,,,,   ,
143364,10000112,,34217,1,2,42718,1,2,,,,   ,
143365,69306,,16285,1,1,42720,1,1,,,,   ,
143366,79838,,42646,1,4,42721,1,4,,,,   ,
143368,70614,,18774,1,1,42724,1,2,,,,   ,
143369,70614,,18774,1,1,42725,1,2,,,,   ,
143370,70614,,38950,1,1,42723,1,1,,,,   ,
143371,70614,,38950,2,2,42725,1,2,,,,   ,
143372,70614,,42684,1,2,42723,1,1,,,,   ,
143373,70614,,42684,1,1,42724,1,2,,,,   ,
143407,79857,,42891,1,4,42737,1,4,,,,   ,
143408,79845,,42664,1,1,42739,1,2,,,,Signal,
143409,79845,,42664,1,2,42740,1,2,,,,Signal,
143410,79845,,43414,1,2,42738,1,2,,,,Signal,
143411,79845,,43414,2,2,42739,1,2,,,,Signal,
143412,79844,,42661,1,1,42741,1,1,,,,   ,
143413,79844,,43442,1,4,42741,2,5,,,,   ,
143414,79666,,42129,1,2,42743,1,2,,,,   ,
143415,79666,,42796,1,2,42742,1,2,,,,   ,
143416,72270,,21915,1,4,42745,1,4,,,,   ,
143417,72270,,42486,1,4,42744,1,4,,,,   ,
143454,79805,,42534,1,1,42756,1,1,,,,   ,
143455,79805,,42534,1,1,42757,1,1,,,,   ,
143456,79805,,42677,1,1,42755,1,1,,,,   ,
143457,79805,,42677,1,1,42757,1,1,,,,   ,
143458,79805,,42835,1,1,42755,1,1,,,,   ,
143459,79805,,42835,1,1,42756,1,1,,,,   ,
143461,79865,,42766,1,1,42760,1,1,,,,   ,
143462,79865,,42906,1,1,42759,1,1,,,,   ,
143463,79868,,42765,1,1,42761,1,2,,,,   ,
143467,79870,,42793,1,1,42765,1,1,,,,   ,
143468,10000287,,42759,1,1,42767,1,1,,,,   ,
143469,10000288,,42780,1,1,42766,1,1,,,,   ,
143470,79871,,43453,1,2,42768,1,1,,,,   ,
143471,79681,,42192,1,3,42769,1,3,,,,   ,
143472,79681,,43238,1,1,42769,4,4,,,,   ,
143473,79846,,42678,1,1,42771,1,1,,,,Signal,
143474,79846,,42678,1,1,42772,1,2,,,,Signal,
143475,79846,,42678,1,1,42773,1,1,,,,Signal,
143476,79846,,42714,1,1,42770,1,1,,,,Signal,
143477,79846,,42714,1,1,42772,1,2,,,,Signal,
143478,79846,,42714,1,1,42773,1,1,,,,Signal,
143479,79846,,42867,1,1,42770,1,1,,,,Signal,
143480,79846,,42867,1,1,42771,1,1,,,,Signal,
143481,79846,,42867,1,1,42772,1,2,,,,Signal,
143482,79875,,42808,1,1,42774,1,1,,,,   ,
143483,79875,,42808,2,5,42775,1,4,,,,   ,
143486,79880,,43275,1,4,42778,1,4,,,,   ,
143487,79850,,42690,1,2,42780,1,1,,,,   ,
143488,79850,,42690,1,2,42781,1,1,,,,   ,
143489,79850,,42767,1,1,42779,1,2,,,,   ,
143490,79850,,42767,1,1,42781,1,1,,,,   ,
143491,79850,,43066,1,1,42779,1,2,,,,   ,
143492,79850,,43066,1,1,42780,1,1,,,,   ,
143493,68995,,15842,2,2,42783,1,2,,,,Signal,
143494,68995,,15842,1,2,42784,1,2,,,,Signal,
143495,68995,,15842,1,1,42785,1,2,,,,Signal,
143496,68995,,15843,1,1,42782,1,2,,,,Signal,
143497,68995,,15843,2,2,42784,1,2,,,,Signal,
143498,68995,,15843,1,2,42785,1,2,,,,Signal,
143499,68995,,42700,1,2,42782,1,2,,,,Signal,
143500,68995,,42700,1,1,42783,1,2,,,,Signal,
143501,68995,,42700,2,2,42785,1,2,,,,Signal,
143502,68995,,42893,2,2,42782,1,2,,,,Signal,
143503,68995,,42893,1,2,42783,1,2,,,,Signal,
143504,68995,,42893,1,1,42784,1,2,,,,Signal,
143505,79883,,42797,1,4,42786,2,5,,,,   ,
143506,79883,,42828,1,1,42786,1,1,,,,   ,
143513,79873,,42769,1,4,42790,1,4,,,,   ,
143516,79886,,42924,1,1,42793,1,1,,,,   ,
143517,79886,,42924,2,2,42794,1,1,,,,   ,
143518,79697,,42249,1,2,42796,1,2,,,,   ,
143519,79697,,42743,1,2,42795,1,2,,,,   ,
143520,79888,,43416,1,4,42797,1,4,,,,   ,
143521,79860,,42741,2,5,42798,1,4,,,,   ,
143536,79881,,42778,1,4,42805,1,4,,,,   ,
143539,79892,,42887,1,4,42808,2,5,,,,   ,
143541,79893,,42980,1,2,42810,1,2,,,,   ,
143545,69019,,15874,1,2,42815,1,1,,,,   ,
143546,69019,,15874,1,1,42816,1,2,,,,   ,
143547,69019,,15874,2,2,42817,1,2,,,,   ,
143548,69019,,15880,1,1,42814,1,2,,,,   ,
143549,69019,,15880,1,1,42816,1,2,,,,   ,
143550,69019,,15880,1,1,42817,1,2,,,,   ,
143551,69019,,42665,1,1,42814,1,2,,,,   ,
143552,69019,,42665,1,1,42815,1,1,,,,   ,
143553,69019,,42665,1,1,42817,1,2,,,,   ,
143554,69019,,43170,1,1,42814,1,2,,,,   ,
143555,69019,,43170,2,2,42815,1,1,,,,   ,
143556,69019,,43170,1,2,42816,1,2,,,,   ,
143557,79672,,42142,1,1,42819,1,2,,,,Signal,
143558,79672,,42142,1,1,42820,1,2,,,,Signal,
143559,79672,,42535,2,2,42818,1,1,,,,Signal,
143560,79672,,42535,1,2,42820,1,2,,,,Signal,
143561,79672,,42870,1,1,42818,1,1,,,,Signal,
143562,79672,,42870,1,2,42819,1,2,,,,Signal,
143565,67027,,12759,1,2,42824,1,2,,,,Signal,
143566,67027,,12759,1,1,42825,1,1,,,,Signal,
143567,67027,,39213,1,2,42823,1,2,,,,Signal,
143568,67027,,39213,2,2,42825,1,1,,,,Signal,
